,images,angles
0,0_cam-image_array_.jpg,0.0
1,1_cam-image_array_.jpg,0.0
2,10_cam-image_array_.jpg,0.0
3,100_cam-image_array_.jpg,0.0
4,1000_cam-image_array_.jpg,0.13255855441093445
5,10000_cam-image_array_.jpg,0.15602679550647736
6,10001_cam-image_array_.jpg,0.18294775485992432
7,10002_cam-image_array_.jpg,0.0
8,10003_cam-image_array_.jpg,0.0
9,10004_cam-image_array_.jpg,0.0
10,10005_cam-image_array_.jpg,0.0
11,10006_cam-image_array_.jpg,0.0
12,10007_cam-image_array_.jpg,0.0
13,10008_cam-image_array_.jpg,0.0
14,10009_cam-image_array_.jpg,0.0
15,1001_cam-image_array_.jpg,0.0
16,10010_cam-image_array_.jpg,0.0
17,10011_cam-image_array_.jpg,0.0
18,10012_cam-image_array_.jpg,0.0
19,10013_cam-image_array_.jpg,0.0
20,10014_cam-image_array_.jpg,0.20785440504550934
21,10015_cam-image_array_.jpg,0.3142358362674713
22,10016_cam-image_array_.jpg,0.10670453310012817
23,10017_cam-image_array_.jpg,0.0024788740556687117
24,10018_cam-image_array_.jpg,0.0
25,10019_cam-image_array_.jpg,0.0
26,1002_cam-image_array_.jpg,0.0
27,10020_cam-image_array_.jpg,0.0
28,10021_cam-image_array_.jpg,0.0
29,10022_cam-image_array_.jpg,0.20977836847305298
30,10023_cam-image_array_.jpg,0.3145808279514313
31,10024_cam-image_array_.jpg,0.10692448168992996
32,10025_cam-image_array_.jpg,0.003274739719927311
33,10026_cam-image_array_.jpg,0.0
34,10027_cam-image_array_.jpg,0.13017916679382324
35,10028_cam-image_array_.jpg,0.24959945678710938
36,10029_cam-image_array_.jpg,0.3546921908855438
37,1003_cam-image_array_.jpg,0.0
38,10030_cam-image_array_.jpg,0.24676917493343353
39,10031_cam-image_array_.jpg,0.09138401597738266
40,10032_cam-image_array_.jpg,0.0
41,10033_cam-image_array_.jpg,0.0
42,10034_cam-image_array_.jpg,0.0
43,10035_cam-image_array_.jpg,0.0
44,10036_cam-image_array_.jpg,0.0
45,10037_cam-image_array_.jpg,0.0
46,10038_cam-image_array_.jpg,0.0
47,10039_cam-image_array_.jpg,0.0
48,1004_cam-image_array_.jpg,0.0
49,10040_cam-image_array_.jpg,0.0
50,10041_cam-image_array_.jpg,0.0
51,10042_cam-image_array_.jpg,0.05199189856648445
52,10043_cam-image_array_.jpg,0.20789824426174164
53,10044_cam-image_array_.jpg,0.35678133368492126
54,10045_cam-image_array_.jpg,0.2364456206560135
55,10046_cam-image_array_.jpg,0.07781489938497543
56,10047_cam-image_array_.jpg,0.0
57,10048_cam-image_array_.jpg,0.0
58,10049_cam-image_array_.jpg,0.0
59,1005_cam-image_array_.jpg,0.0
60,10050_cam-image_array_.jpg,0.055340591818094254
61,10051_cam-image_array_.jpg,0.20996366441249847
62,10052_cam-image_array_.jpg,0.3666667640209198
63,10053_cam-image_array_.jpg,0.2105742245912552
64,10054_cam-image_array_.jpg,0.0536283515393734
65,10055_cam-image_array_.jpg,0.0
66,10056_cam-image_array_.jpg,0.15617647767066956
67,10057_cam-image_array_.jpg,0.3123374283313751
68,10058_cam-image_array_.jpg,0.28587281703948975
69,10059_cam-image_array_.jpg,0.12860657274723053
70,1006_cam-image_array_.jpg,0.051612213253974915
71,10060_cam-image_array_.jpg,0.0
72,10061_cam-image_array_.jpg,0.0
73,10062_cam-image_array_.jpg,0.0
74,10063_cam-image_array_.jpg,0.0
75,10064_cam-image_array_.jpg,0.0
76,10065_cam-image_array_.jpg,0.0
77,10066_cam-image_array_.jpg,0.09356624633073807
78,10067_cam-image_array_.jpg,0.24948535859584808
79,10068_cam-image_array_.jpg,0.1813724786043167
80,10069_cam-image_array_.jpg,0.06476698070764542
81,1007_cam-image_array_.jpg,0.20786355435848236
82,10070_cam-image_array_.jpg,0.0
83,10071_cam-image_array_.jpg,0.0
84,10072_cam-image_array_.jpg,0.0
85,10073_cam-image_array_.jpg,0.05126721039414406
86,10074_cam-image_array_.jpg,0.2080068439245224
87,10075_cam-image_array_.jpg,0.2586022913455963
88,10076_cam-image_array_.jpg,0.10344164818525314
89,10077_cam-image_array_.jpg,0.0
90,10078_cam-image_array_.jpg,0.0
91,10079_cam-image_array_.jpg,0.0
92,1008_cam-image_array_.jpg,0.3639487326145172
93,10080_cam-image_array_.jpg,0.0
94,10081_cam-image_array_.jpg,0.0
95,10082_cam-image_array_.jpg,0.0
96,10083_cam-image_array_.jpg,0.0
97,10084_cam-image_array_.jpg,0.1593216359615326
98,10085_cam-image_array_.jpg,0.31349655985832214
99,10086_cam-image_array_.jpg,0.284724622964859
100,10087_cam-image_array_.jpg,0.1296488642692566
101,10088_cam-image_array_.jpg,0.0
102,10089_cam-image_array_.jpg,0.0
103,1009_cam-image_array_.jpg,0.2065802961587906
104,10090_cam-image_array_.jpg,0.0
105,10091_cam-image_array_.jpg,0.0
106,10092_cam-image_array_.jpg,0.15613175928592682
107,10093_cam-image_array_.jpg,0.2085106372833252
