,0,1
0,0_cam-image_array_.jpg,0.0
1,1_cam-image_array_.jpg,0.0
2,10_cam-image_array_.jpg,0.0
3,100_cam-image_array_.jpg,0.0
4,1000_cam-image_array_.jpg,7.595045706101827
5,10000_cam-image_array_.jpg,8.93967687347191
6,10001_cam-image_array_.jpg,10.482134224867659
7,10002_cam-image_array_.jpg,0.0
8,10003_cam-image_array_.jpg,0.0
9,10004_cam-image_array_.jpg,0.0
10,10005_cam-image_array_.jpg,0.0
11,10006_cam-image_array_.jpg,0.0
12,10007_cam-image_array_.jpg,0.0
13,10008_cam-image_array_.jpg,0.0
14,10009_cam-image_array_.jpg,0.0
15,1001_cam-image_array_.jpg,0.0
16,10010_cam-image_array_.jpg,0.0
17,10011_cam-image_array_.jpg,0.0
18,10012_cam-image_array_.jpg,0.0
19,10013_cam-image_array_.jpg,0.0
20,10014_cam-image_array_.jpg,11.90918016231041
21,10015_cam-image_array_.jpg,18.004387189890075
22,10016_cam-image_array_.jpg,6.1137194015513385
23,10017_cam-image_array_.jpg,0.14202902133429465
24,10018_cam-image_array_.jpg,0.0
25,10019_cam-image_array_.jpg,0.0
26,1002_cam-image_array_.jpg,0.0
27,10020_cam-image_array_.jpg,0.0
28,10021_cam-image_array_.jpg,0.0
29,10022_cam-image_array_.jpg,12.019415146646184
30,10023_cam-image_array_.jpg,18.024153757348092
31,10024_cam-image_array_.jpg,6.1263215274568354
32,10025_cam-image_array_.jpg,0.18762876495568817
33,10026_cam-image_array_.jpg,0.0
34,10027_cam-image_array_.jpg,7.458716837815665
35,10028_cam-image_array_.jpg,14.300995442659337
36,10029_cam-image_array_.jpg,20.322365563990225
37,1003_cam-image_array_.jpg,0.0
38,10030_cam-image_array_.jpg,14.138832237611249
39,10031_cam-image_array_.jpg,5.235918430460109
40,10032_cam-image_array_.jpg,0.0
41,10033_cam-image_array_.jpg,0.0
42,10034_cam-image_array_.jpg,0.0
43,10035_cam-image_array_.jpg,0.0
44,10036_cam-image_array_.jpg,0.0
45,10037_cam-image_array_.jpg,0.0
46,10038_cam-image_array_.jpg,0.0
47,10039_cam-image_array_.jpg,0.0
48,1004_cam-image_array_.jpg,0.0
49,10040_cam-image_array_.jpg,0.0
50,10041_cam-image_array_.jpg,0.0
51,10042_cam-image_array_.jpg,2.978916356731834
52,10043_cam-image_array_.jpg,11.911691964377681
53,10044_cam-image_array_.jpg,20.4420646291947
54,10045_cam-image_array_.jpg,13.547336147940852
55,10046_cam-image_array_.jpg,4.4584653179942375
56,10047_cam-image_array_.jpg,0.0
57,10048_cam-image_array_.jpg,0.0
58,10049_cam-image_array_.jpg,0.0
59,1005_cam-image_array_.jpg,0.0
60,10050_cam-image_array_.jpg,3.170782346933016
61,10051_cam-image_array_.jpg,12.030031821937323
62,10052_cam-image_array_.jpg,21.008458066118006
63,10053_cam-image_array_.jpg,12.065014343318834
64,10054_cam-image_array_.jpg,3.072678205450007
65,10055_cam-image_array_.jpg,0.0
66,10056_cam-image_array_.jpg,8.948253029748507
67,10057_cam-image_array_.jpg,17.89561642735762
68,10058_cam-image_array_.jpg,16.37930589387833
69,10059_cam-image_array_.jpg,7.368613836058502
70,1006_cam-image_array_.jpg,2.9571619907819318
71,10060_cam-image_array_.jpg,0.0
72,10061_cam-image_array_.jpg,0.0
73,10062_cam-image_array_.jpg,0.0
74,10063_cam-image_array_.jpg,0.0
75,10064_cam-image_array_.jpg,0.0
76,10065_cam-image_array_.jpg,0.0
77,10066_cam-image_array_.jpg,5.360951019632716
78,10067_cam-image_array_.jpg,14.29445809784999
79,10068_cam-image_array_.jpg,10.391877543854172
80,10069_cam-image_array_.jpg,3.710874646353308
81,1007_cam-image_array_.jpg,11.909704379329208
82,10070_cam-image_array_.jpg,0.0
83,10071_cam-image_array_.jpg,0.0
84,10072_cam-image_array_.jpg,0.0
85,10073_cam-image_array_.jpg,2.9373947829936804
86,10074_cam-image_array_.jpg,11.917914266711563
87,10075_cam-image_array_.jpg,14.816819866515164
88,10076_cam-image_array_.jpg,5.926769866892096
89,10077_cam-image_array_.jpg,0.0
90,10078_cam-image_array_.jpg,0.0
91,10079_cam-image_array_.jpg,0.0
92,1008_cam-image_array_.jpg,20.852726337947132
93,10080_cam-image_array_.jpg,0.0
94,10081_cam-image_array_.jpg,0.0
95,10082_cam-image_array_.jpg,0.0
96,10083_cam-image_array_.jpg,0.0
97,10084_cam-image_array_.jpg,9.128457325715539
98,10085_cam-image_array_.jpg,17.96202977175224
99,10086_cam-image_array_.jpg,16.31351921934006
100,10087_cam-image_array_.jpg,7.428332741292863
101,10088_cam-image_array_.jpg,0.0
102,10089_cam-image_array_.jpg,0.0
103,1009_cam-image_array_.jpg,11.836179100461313
104,10090_cam-image_array_.jpg,0.0
105,10091_cam-image_array_.jpg,0.0
106,10092_cam-image_array_.jpg,8.945690855036107
107,10093_cam-image_array_.jpg,11.946779499917684
108,10094_cam-image_array_.jpg,3.019862273589003
109,10095_cam-image_array_.jpg,0.0
